run_id,date,plant_id,line_id,shift_id,product_id,planned_units,actual_units,run_hours,downtime_minutes,scrap_units
R1188,2024-03-16,P2,L6,S3,PR3,464,453,7.7,18,7
R1189,2024-03-18,P1,L1,S1,PR2,818,816,7.05,57,13
R1190,2024-03-18,P1,L1,S2,PR2,766,761,7.25,45,28
R1191,2024-03-18,P1,L1,S3,PR5,752,738,7.45,33,16
R1192,2024-03-18,P1,L2,S1,PR3,730,720,7.98,1,18
R1193,2024-03-18,P1,L2,S2,PR5,659,650,7.82,11,22
R1194,2024-03-18,P1,L2,S3,PR4,735,703,7.98,1,24
R1195,2024-03-18,P1,L3,S1,PR2,557,541,7.42,35,11
R1196,2024-03-18,P1,L3,S2,PR2,546,543,7.7,18,9
R1197,2024-03-18,P1,L3,S3,PR1,477,465,7.22,47,8
R1198,2024-03-18,P2,L4,S1,PR1,824,806,7.97,2,15
R1199,2024-03-18,P2,L4,S2,PR3,770,759,8.0,0,15
R1200,2024-03-18,P2,L4,S3,PR2,744,731,7.95,3,24
R1201,2024-03-18,P2,L5,S1,PR3,659,651,7.95,3,11
R1202,2024-03-18,P2,L5,S2,PR2,654,653,7.58,25,7
R1203,2024-03-18,P2,L5,S3,PR2,654,643,7.55,27,8
R1204,2024-03-18,P2,L6,S1,PR1,493,491,7.05,57,7
R1205,2024-03-18,P2,L6,S2,PR3,464,447,7.6,24,11
R1206,2024-03-18,P2,L6,S3,PR2,495,480,7.7,18,7
R1207,2024-03-19,P1,L1,S1,PR1,743,733,7.17,50,27
R1208,2024-03-19,P1,L1,S2,PR4,712,679,7.25,45,14
R1209,2024-03-19,P1,L1,S3,PR5,755,723,7.13,52,12
R1210,2024-03-19,P1,L2,S1,PR1,768,730,7.98,1,25
R1211,2024-03-19,P1,L2,S2,PR2,679,676,7.52,29,15
R1212,2024-03-19,P1,L2,S3,PR2,649,618,8.0,0,6
R1213,2024-03-19,P1,L3,S1,PR1,455,432,7.25,45,11
R1214,2024-03-19,P1,L3,S2,PR5,590,560,7.8,12,18
R1215,2024-03-19,P1,L3,S3,PR5,463,453,7.02,59,9
R1216,2024-03-19,P2,L4,S1,PR2,756,755,7.83,10,19
R1217,2024-03-19,P2,L4,S2,PR3,811,781,7.95,3,28
R1218,2024-03-19,P2,L4,S3,PR1,675,653,7.88,7,17
R1219,2024-03-19,P2,L5,S1,PR3,656,650,7.9,6,22
R1220,2024-03-19,P2,L5,S2,PR5,625,600,7.75,15,10
R1221,2024-03-19,P2,L5,S3,PR3,607,586,7.75,15,21
R1222,2024-03-19,P2,L6,S1,PR3,485,462,7.75,15,7
R1223,2024-03-19,P2,L6,S2,PR2,424,409,7.7,18,8
R1224,2024-03-19,P2,L6,S3,PR4,474,462,7.8,12,6
R1225,2024-03-20,P1,L1,S1,PR5,865,854,7.62,23,12
R1226,2024-03-20,P1,L1,S2,PR5,791,757,7.37,38,13
R1227,2024-03-20,P1,L1,S3,PR2,678,667,7.32,41,7
R1228,2024-03-20,P1,L2,S1,PR1,595,566,7.52,29,12
R1229,2024-03-20,P1,L2,S2,PR4,650,638,7.82,11,11
R1230,2024-03-20,P1,L2,S3,PR3,653,649,7.6,24,23
R1231,2024-03-20,P1,L3,S1,PR4,485,470,7.32,41,8
R1232,2024-03-20,P1,L3,S2,PR1,511,502,7.58,25,17
R1233,2024-03-20,P1,L3,S3,PR5,546,529,7.77,14,7
R1234,2024-03-20,P2,L4,S1,PR1,789,778,7.92,5,16
R1235,2024-03-20,P2,L4,S2,PR1,708,675,7.85,9,26
R1236,2024-03-20,P2,L4,S3,PR2,739,707,7.68,19,28
R1237,2024-03-20,P2,L5,S1,PR3,670,665,7.63,22,12
R1238,2024-03-20,P2,L5,S2,PR4,726,706,7.87,8,20
R1239,2024-03-20,P2,L5,S3,PR2,539,520,7.53,28,14
R1240,2024-03-20,P2,L6,S1,PR4,449,445,7.63,22,7
R1241,2024-03-20,P2,L6,S2,PR3,512,507,7.68,19,13
R1242,2024-03-20,P2,L6,S3,PR5,484,478,7.58,25,5
R1243,2024-03-21,P1,L1,S1,PR1,712,703,7.13,52,12
R1244,2024-03-21,P1,L1,S2,PR5,780,774,7.68,19,10
R1245,2024-03-21,P1,L1,S3,PR1,750,724,7.15,51,21
R1246,2024-03-21,P1,L2,S1,PR4,708,693,7.85,9,19
R1247,2024-03-21,P1,L2,S2,PR4,696,676,7.6,24,12
R1248,2024-03-21,P1,L2,S3,PR1,723,714,7.87,8,11
R1249,2024-03-21,P1,L3,S1,PR4,518,508,7.83,10,16
R1250,2024-03-21,P1,L3,S2,PR1,517,496,7.05,57,5
R1251,2024-03-21,P1,L3,S3,PR1,493,489,7.3,42,5
R1252,2024-03-21,P2,L4,S1,PR4,698,688,7.65,21,13
R1253,2024-03-21,P2,L4,S2,PR5,785,758,7.77,14,18
R1254,2024-03-21,P2,L4,S3,PR3,704,669,7.73,16,8
R1255,2024-03-21,P2,L5,S1,PR1,608,594,7.75,15,9
R1256,2024-03-21,P2,L5,S2,PR5,716,690,7.73,16,20
R1257,2024-03-21,P2,L5,S3,PR5,629,615,7.9,6,15
R1258,2024-03-21,P2,L6,S1,PR4,488,465,7.03,58,5
R1259,2024-03-21,P2,L6,S2,PR2,446,444,7.47,32,9
R1260,2024-03-21,P2,L6,S3,PR5,491,469,7.42,35,14
R1261,2024-03-22,P1,L1,S1,PR1,750,738,7.02,59,27
R1262,2024-03-22,P1,L1,S2,PR2,664,657,7.03,58,19
R1263,2024-03-22,P1,L1,S3,PR4,716,690,7.03,58,6
R1264,2024-03-22,P1,L2,S1,PR3,692,666,7.8,12,11
R1265,2024-03-22,P1,L2,S2,PR3,721,706,7.68,19,7
R1266,2024-03-22,P1,L2,S3,PR1,680,670,7.55,27,13
R1267,2024-03-22,P1,L3,S1,PR3,561,542,7.68,19,7
R1268,2024-03-22,P1,L3,S2,PR5,560,534,7.17,50,18
R1269,2024-03-22,P1,L3,S3,PR1,492,469,7.32,41,10
R1270,2024-03-22,P2,L4,S1,PR3,769,758,7.67,20,25
R1271,2024-03-22,P2,L4,S2,PR5,703,676,7.67,20,7
R1272,2024-03-22,P2,L4,S3,PR2,786,767,7.97,2,27
R1273,2024-03-22,P2,L5,S1,PR4,635,619,7.57,26,7
R1274,2024-03-22,P2,L5,S2,PR1,682,666,7.92,5,14
R1275,2024-03-22,P2,L5,S3,PR5,559,537,7.83,10,6
R1276,2024-03-22,P2,L6,S1,PR5,526,507,7.35,39,6
R1277,2024-03-22,P2,L6,S2,PR4,556,552,7.8,12,22
R1278,2024-03-22,P2,L6,S3,PR1,394,385,7.45,33,13
R1279,2024-03-23,P1,L1,S1,PR3,690,669,7.02,59,20
R1280,2024-03-23,P1,L1,S2,PR4,756,743,7.63,22,14
R1281,2024-03-23,P1,L1,S3,PR3,724,692,7.13,52,18
R1282,2024-03-23,P1,L2,S1,PR3,637,627,7.65,21,19
R1283,2024-03-23,P1,L2,S2,PR4,692,674,7.63,22,21
R1284,2024-03-23,P1,L2,S3,PR3,674,661,7.95,3,10
R1285,2024-03-23,P1,L3,S1,PR4,616,611,7.83,10,9
R1286,2024-03-23,P1,L3,S2,PR2,469,448,7.08,55,17
R1287,2024-03-23,P1,L3,S3,PR4,494,483,7.47,32,12
R1288,2024-03-23,P2,L4,S1,PR5,693,661,7.58,25,7
R1289,2024-03-23,P2,L4,S2,PR5,783,765,8.0,0,13
R1290,2024-03-23,P2,L4,S3,PR2,690,677,8.0,0,23
R1291,2024-03-23,P2,L5,S1,PR4,656,645,7.85,9,11
R1292,2024-03-23,P2,L5,S2,PR4,620,598,7.68,19,16
R1293,2024-03-23,P2,L5,S3,PR5,669,647,7.75,15,18
R1294,2024-03-23,P2,L6,S1,PR1,517,503,7.6,24,7
R1295,2024-03-23,P2,L6,S2,PR4,508,491,7.48,31,18
R1296,2024-03-23,P2,L6,S3,PR1,484,460,7.02,59,8
R1297,2024-03-25,P1,L1,S1,PR4,696,684,7.0,60,14
R1298,2024-03-25,P1,L1,S2,PR1,815,805,7.22,47,19
R1299,2024-03-25,P1,L1,S3,PR4,736,708,7.1,54,9
R1300,2024-03-25,P1,L2,S1,PR4,685,670,7.85,9,26
R1301,2024-03-25,P1,L2,S2,PR5,646,624,7.6,24,15
R1302,2024-03-25,P1,L2,S3,PR5,650,622,7.92,5,18
R1303,2024-03-25,P1,L3,S1,PR3,512,489,7.78,13,17
R1304,2024-03-25,P1,L3,S2,PR4,468,454,7.37,38,9
R1305,2024-03-25,P1,L3,S3,PR3,496,487,7.82,11,5
R1306,2024-03-25,P2,L4,S1,PR3,844,836,7.85,9,31
R1307,2024-03-25,P2,L4,S2,PR4,787,753,7.95,3,18
R1308,2024-03-25,P2,L4,S3,PR2,693,679,7.53,28,18
R1309,2024-03-25,P2,L5,S1,PR5,570,545,7.55,27,11
R1310,2024-03-25,P2,L5,S2,PR2,594,569,7.55,27,18
R1311,2024-03-25,P2,L5,S3,PR2,677,672,7.6,24,18
R1312,2024-03-25,P2,L6,S1,PR5,513,496,7.28,43,16
R1313,2024-03-25,P2,L6,S2,PR4,469,458,7.47,32,17
R1314,2024-03-25,P2,L6,S3,PR3,474,459,7.58,25,8
R1315,2024-03-26,P1,L1,S1,PR3,748,726,7.12,53,20
R1316,2024-03-26,P1,L1,S2,PR2,814,776,7.75,15,29
R1317,2024-03-26,P1,L1,S3,PR2,756,749,7.37,38,9
R1318,2024-03-26,P1,L2,S1,PR1,722,703,7.57,26,20
R1319,2024-03-26,P1,L2,S2,PR1,701,675,7.75,15,25
R1320,2024-03-26,P1,L2,S3,PR2,682,652,7.95,3,23
R1321,2024-03-26,P1,L3,S1,PR1,509,498,7.07,56,18
R1322,2024-03-26,P1,L3,S2,PR4,445,437,7.38,37,10
R1323,2024-03-26,P1,L3,S3,PR4,451,438,7.08,55,12
R1324,2024-03-26,P2,L4,S1,PR3,725,702,7.67,20,8
R1325,2024-03-26,P2,L4,S2,PR2,782,757,7.72,17,12
R1326,2024-03-26,P2,L4,S3,PR4,736,715,7.97,2,8
R1327,2024-03-26,P2,L5,S1,PR5,669,655,7.82,11,13
R1328,2024-03-26,P2,L5,S2,PR4,643,636,7.52,29,16
R1329,2024-03-26,P2,L5,S3,PR3,630,623,7.78,13,17
R1330,2024-03-26,P2,L6,S1,PR2,510,495,7.28,43,19
R1331,2024-03-26,P2,L6,S2,PR1,577,554,7.75,15,15
R1332,2024-03-26,P2,L6,S3,PR5,476,465,7.27,44,7
R1333,2024-03-27,P1,L1,S1,PR4,786,776,7.38,37,19
R1334,2024-03-27,P1,L1,S2,PR2,743,714,7.3,42,21
R1335,2024-03-27,P1,L1,S3,PR1,732,701,7.4,36,10
R1336,2024-03-27,P1,L2,S1,PR1,632,606,7.53,28,13
R1337,2024-03-27,P1,L2,S2,PR3,687,670,7.87,8,16
R1338,2024-03-27,P1,L2,S3,PR3,612,593,7.63,22,20
R1339,2024-03-27,P1,L3,S1,PR1,498,474,7.07,56,5
R1340,2024-03-27,P1,L3,S2,PR1,507,496,7.72,17,13
R1341,2024-03-27,P1,L3,S3,PR2,488,487,7.28,43,5
R1342,2024-03-27,P2,L4,S1,PR2,798,762,7.8,12,8
R1343,2024-03-27,P2,L4,S2,PR5,778,764,7.97,2,8
R1344,2024-03-27,P2,L4,S3,PR5,656,654,7.82,11,23
R1345,2024-03-27,P2,L5,S1,PR2,616,590,7.57,26,8
R1346,2024-03-27,P2,L5,S2,PR1,638,610,7.73,16,15
R1347,2024-03-27,P2,L5,S3,PR1,598,597,7.93,4,18
R1348,2024-03-27,P2,L6,S1,PR5,472,470,7.72,17,6
R1349,2024-03-27,P2,L6,S2,PR2,510,486,7.33,40,4
R1350,2024-03-27,P2,L6,S3,PR1,400,393,7.37,38,11
R1351,2024-03-28,P1,L1,S1,PR5,797,773,7.68,19,8
R1352,2024-03-28,P1,L1,S2,PR3,634,612,7.05,57,9
R1353,2024-03-28,P1,L1,S3,PR2,775,748,7.13,52,16
R1354,2024-03-28,P1,L2,S1,PR4,691,664,7.57,26,8
R1355,2024-03-28,P1,L2,S2,PR3,684,672,7.57,26,17
R1356,2024-03-28,P1,L2,S3,PR1,619,602,7.72,17,22
R1357,2024-03-28,P1,L3,S1,PR3,544,526,7.82,11,17
R1358,2024-03-28,P1,L3,S2,PR1,504,503,7.32,41,8
R1359,2024-03-28,P1,L3,S3,PR2,472,453,7.1,54,9
R1360,2024-03-28,P2,L4,S1,PR5,741,719,7.63,22,28
R1361,2024-03-28,P2,L4,S2,PR4,791,764,7.95,3,24
R1362,2024-03-28,P2,L4,S3,PR5,667,647,7.55,27,17
R1363,2024-03-28,P2,L5,S1,PR2,648,643,7.57,26,7
R1364,2024-03-28,P2,L5,S2,PR3,672,661,7.83,10,9
R1365,2024-03-28,P2,L5,S3,PR1,646,626,7.62,23,16
R1366,2024-03-28,P2,L6,S1,PR4,422,421,7.32,41,5
R1367,2024-03-28,P2,L6,S2,PR4,459,439,7.37,38,6
R1368,2024-03-28,P2,L6,S3,PR4,521,519,7.63,22,18
R1369,2024-03-29,P1,L1,S1,PR2,724,712,7.1,54,17
R1370,2024-03-29,P1,L1,S2,PR1,703,682,7.13,52,14
R1371,2024-03-29,P1,L1,S3,PR4,770,737,7.1,54,17
R1372,2024-03-29,P1,L2,S1,PR4,776,758,7.98,1,20
R1373,2024-03-29,P1,L2,S2,PR2,702,667,7.68,19,13
R1374,2024-03-29,P1,L2,S3,PR1,606,599,7.68,19,16
R1375,2024-03-29,P1,L3,S1,PR5,529,517,7.17,50,17
R1376,2024-03-29,P1,L3,S2,PR4,486,479,7.37,38,13
R1377,2024-03-29,P1,L3,S3,PR5,439,422,7.1,54,9
R1378,2024-03-29,P2,L4,S1,PR2,759,743,7.87,8,18
R1379,2024-03-29,P2,L4,S2,PR2,674,665,7.78,13,7
R1380,2024-03-29,P2,L4,S3,PR4,686,671,7.53,28,25
R1381,2024-03-29,P2,L5,S1,PR1,642,612,7.73,16,17
R1382,2024-03-29,P2,L5,S2,PR2,584,570,7.55,27,12
R1383,2024-03-29,P2,L5,S3,PR2,638,612,7.65,21,6
R1384,2024-03-29,P2,L6,S1,PR1,489,485,7.4,36,13
R1385,2024-03-29,P2,L6,S2,PR3,496,491,7.43,34,11
R1386,2024-03-29,P2,L6,S3,PR1,472,466,7.2,48,17
R1387,2024-03-30,P1,L1,S1,PR5,757,729,7.73,16,11
R1388,2024-03-30,P1,L1,S2,PR3,812,781,7.57,26,14
R1389,2024-03-30,P1,L1,S3,PR1,808,784,7.2,48,22
R1390,2024-03-30,P1,L2,S1,PR4,755,720,7.98,1,9
R1391,2024-03-30,P1,L2,S2,PR4,689,661,7.8,12,12
R1392,2024-03-30,P1,L2,S3,PR2,607,588,7.93,4,20
R1393,2024-03-30,P1,L3,S1,PR5,533,531,7.15,51,5
R1394,2024-03-30,P1,L3,S2,PR2,529,506,7.27,44,18
R1395,2024-03-30,P1,L3,S3,PR2,563,553,7.45,33,16
R1396,2024-03-30,P2,L4,S1,PR3,681,678,7.68,19,27
R1397,2024-03-30,P2,L4,S2,PR3,713,708,7.8,12,8
R1398,2024-03-30,P2,L4,S3,PR3,769,739,7.95,3,27
R1399,2024-03-30,P2,L5,S1,PR3,604,577,7.58,25,20
R1400,2024-03-30,P2,L5,S2,PR4,612,596,7.63,22,18
R1401,2024-03-30,P2,L5,S3,PR4,644,636,7.8,12,12
R1402,2024-03-30,P2,L6,S1,PR5,451,437,7.17,50,7
R1403,2024-03-30,P2,L6,S2,PR3,505,503,7.65,21,9
R1404,2024-03-30,P2,L6,S3,PR1,441,436,7.05,57,14
R1405,2024-04-01,P1,L1,S1,PR4,779,766,7.82,11,24
R1406,2024-04-01,P1,L1,S2,PR4,742,726,7.15,51,11
R1407,2024-04-01,P1,L1,S3,PR2,666,646,7.6,24,18
R1408,2024-04-01,P1,L2,S1,PR5,691,682,7.83,10,11
R1409,2024-04-01,P1,L2,S2,PR2,632,606,7.88,7,20
R1410,2024-04-01,P1,L2,S3,PR4,624,621,7.82,11,13
R1411,2024-04-01,P1,L3,S1,PR2,553,548,7.68,19,8
R1412,2024-04-01,P1,L3,S2,PR3,500,498,7.0,60,10
R1413,2024-04-01,P1,L3,S3,PR4,453,441,7.03,58,5
R1414,2024-04-01,P2,L4,S1,PR4,731,703,7.63,22,13
R1415,2024-04-01,P2,L4,S2,PR2,744,718,7.58,25,25
R1416,2024-04-01,P2,L4,S3,PR3,708,702,7.67,20,23
R1417,2024-04-01,P2,L5,S1,PR3,682,680,7.97,2,20
R1418,2024-04-01,P2,L5,S2,PR3,616,595,7.73,16,14
R1419,2024-04-01,P2,L5,S3,PR2,624,596,7.85,9,11
R1420,2024-04-01,P2,L6,S1,PR5,543,537,7.32,41,19
R1421,2024-04-01,P2,L6,S2,PR3,514,507,7.3,42,17
R1422,2024-04-01,P2,L6,S3,PR5,435,433,7.57,26,8
R1423,2024-04-02,P1,L1,S1,PR4,856,842,7.67,20,14
R1424,2024-04-02,P1,L1,S2,PR1,777,772,7.02,59,11
R1425,2024-04-02,P1,L1,S3,PR2,738,718,7.38,37,25
R1426,2024-04-02,P1,L2,S1,PR1,655,634,7.52,29,9
R1427,2024-04-02,P1,L2,S2,PR3,699,670,7.87,8,21
R1428,2024-04-02,P1,L2,S3,PR3,684,667,7.68,19,18
R1429,2024-04-02,P1,L3,S1,PR1,573,568,7.6,24,17
R1430,2024-04-02,P1,L3,S2,PR5,515,491,7.38,37,17
R1431,2024-04-02,P1,L3,S3,PR4,526,509,7.38,37,18
R1432,2024-04-02,P2,L4,S1,PR1,807,795,7.87,8,10
R1433,2024-04-02,P2,L4,S2,PR1,813,774,7.98,1,30
R1434,2024-04-02,P2,L4,S3,PR1,695,683,7.72,17,19
R1435,2024-04-02,P2,L5,S1,PR2,616,614,7.78,13,11
R1436,2024-04-02,P2,L5,S2,PR3,605,598,7.6,24,13
R1437,2024-04-02,P2,L5,S3,PR3,634,614,7.85,9,12
R1438,2024-04-02,P2,L6,S1,PR2,515,498,7.8,12,12
R1439,2024-04-02,P2,L6,S2,PR3,532,518,7.63,22,13
R1440,2024-04-02,P2,L6,S3,PR3,455,435,7.38,37,17
R1441,2024-04-03,P1,L1,S1,PR4,769,756,7.37,38,21
R1442,2024-04-03,P1,L1,S2,PR5,734,712,7.0,60,16
R1443,2024-04-03,P1,L1,S3,PR4,682,675,7.12,53,19
R1444,2024-04-03,P1,L2,S1,PR3,721,700,7.93,4,16
R1445,2024-04-03,P1,L2,S2,PR5,724,706,7.85,9,13
R1446,2024-04-03,P1,L2,S3,PR3,591,579,7.5,30,23
R1447,2024-04-03,P1,L3,S1,PR1,570,551,7.75,15,6
R1448,2024-04-03,P1,L3,S2,PR2,510,489,7.3,42,11
R1449,2024-04-03,P1,L3,S3,PR1,446,426,7.03,58,5
R1450,2024-04-03,P2,L4,S1,PR2,752,741,7.55,27,28
R1451,2024-04-03,P2,L4,S2,PR1,715,697,7.83,10,14
R1452,2024-04-03,P2,L4,S3,PR3,717,694,7.95,3,19
R1453,2024-04-03,P2,L5,S1,PR3,626,595,7.75,15,23
R1454,2024-04-03,P2,L5,S2,PR1,668,642,7.85,9,7
R1455,2024-04-03,P2,L5,S3,PR5,648,626,7.65,21,14
R1456,2024-04-03,P2,L6,S1,PR2,460,452,7.17,50,11
R1457,2024-04-03,P2,L6,S2,PR2,478,465,7.13,52,18
R1458,2024-04-03,P2,L6,S3,PR4,451,445,7.27,44,7
R1459,2024-04-04,P1,L1,S1,PR4,780,774,7.3,42,10
R1460,2024-04-04,P1,L1,S2,PR4,799,787,7.57,26,16
R1461,2024-04-04,P1,L1,S3,PR5,794,767,7.67,20,26
R1462,2024-04-04,P1,L2,S1,PR3,666,632,7.82,11,12
R1463,2024-04-04,P1,L2,S2,PR3,644,613,7.67,20,9
R1464,2024-04-04,P1,L2,S3,PR1,605,591,7.65,21,11
R1465,2024-04-04,P1,L3,S1,PR1,447,444,7.1,54,16
R1466,2024-04-04,P1,L3,S2,PR2,494,481,7.55,27,9
R1467,2024-04-04,P1,L3,S3,PR3,478,461,7.27,44,9
R1468,2024-04-04,P2,L4,S1,PR5,737,706,7.77,14,23
R1469,2024-04-04,P2,L4,S2,PR4,743,710,7.55,27,8
R1470,2024-04-04,P2,L4,S3,PR3,674,670,7.8,12,10
R1471,2024-04-04,P2,L5,S1,PR2,644,614,7.63,22,23
R1472,2024-04-04,P2,L5,S2,PR3,701,674,7.82,11,24
R1473,2024-04-04,P2,L5,S3,PR2,609,578,7.62,23,14
R1474,2024-04-04,P2,L6,S1,PR4,462,456,7.1,54,17
R1475,2024-04-04,P2,L6,S2,PR3,458,441,7.02,59,8
R1476,2024-04-04,P2,L6,S3,PR4,484,468,7.68,19,10
R1477,2024-04-05,P1,L1,S1,PR3,755,743,7.68,19,11
R1478,2024-04-05,P1,L1,S2,PR5,774,747,7.27,44,18
R1479,2024-04-05,P1,L1,S3,PR5,764,750,7.38,37,11
R1480,2024-04-05,P1,L2,S1,PR1,704,688,7.65,21,8
R1481,2024-04-05,P1,L2,S2,PR5,622,592,7.62,23,10
R1482,2024-04-05,P1,L2,S3,PR3,565,563,7.63,22,21
R1483,2024-04-05,P1,L3,S1,PR3,507,486,7.37,38,10
R1484,2024-04-05,P1,L3,S2,PR5,497,495,7.12,53,7
R1485,2024-04-05,P1,L3,S3,PR1,487,486,7.52,29,10
R1486,2024-04-05,P2,L4,S1,PR5,756,747,7.7,18,15
R1487,2024-04-05,P2,L4,S2,PR1,700,670,7.75,15,25
R1488,2024-04-05,P2,L4,S3,PR5,747,743,7.95,3,27
R1489,2024-04-05,P2,L5,S1,PR5,669,637,7.5,30,12
R1490,2024-04-05,P2,L5,S2,PR4,657,634,7.65,21,18
R1491,2024-04-05,P2,L5,S3,PR4,569,557,7.67,20,19
R1492,2024-04-05,P2,L6,S1,PR1,492,476,7.63,22,6
R1493,2024-04-05,P2,L6,S2,PR5,495,477,7.78,13,13
R1494,2024-04-05,P2,L6,S3,PR4,419,410,7.03,58,12
R1495,2024-04-06,P1,L1,S1,PR1,820,787,7.32,41,18
R1496,2024-04-06,P1,L1,S2,PR5,721,713,7.02,59,10
R1497,2024-04-06,P1,L1,S3,PR2,783,744,7.3,42,22
R1498,2024-04-06,P1,L2,S1,PR1,655,632,7.95,3,7
R1499,2024-04-06,P1,L2,S2,PR5,610,591,7.53,28,7
R1500,2024-04-06,P1,L2,S3,PR4,661,632,7.7,18,11
R1501,2024-04-06,P1,L3,S1,PR5,545,521,7.75,15,10
R1502,2024-04-06,P1,L3,S2,PR1,534,532,7.68,19,7
R1503,2024-04-06,P1,L3,S3,PR4,526,522,7.78,13,13
R1504,2024-04-06,P2,L4,S1,PR3,817,797,7.72,17,12
R1505,2024-04-06,P2,L4,S2,PR5,714,705,7.87,8,14
R1506,2024-04-06,P2,L4,S3,PR4,634,632,7.63,22,20
R1507,2024-04-06,P2,L5,S1,PR4,697,663,7.92,5,11
R1508,2024-04-06,P2,L5,S2,PR3,676,657,7.98,1,11
R1509,2024-04-06,P2,L5,S3,PR4,632,613,7.88,7,12
R1510,2024-04-06,P2,L6,S1,PR5,504,503,7.57,26,11
R1511,2024-04-06,P2,L6,S2,PR2,426,424,7.38,37,11
R1512,2024-04-06,P2,L6,S3,PR5,480,474,7.8,12,16
R1513,2024-04-08,P1,L1,S1,PR3,762,756,7.57,26,15
R1514,2024-04-08,P1,L1,S2,PR1,709,701,7.53,28,26
R1515,2024-04-08,P1,L1,S3,PR2,766,758,7.1,54,26
R1516,2024-04-08,P1,L2,S1,PR4,686,665,7.5,30,7
R1517,2024-04-08,P1,L2,S2,PR4,740,719,7.68,19,23
R1518,2024-04-08,P1,L2,S3,PR3,617,597,7.88,7,17
R1519,2024-04-08,P1,L3,S1,PR4,545,532,7.5,30,8
R1520,2024-04-08,P1,L3,S2,PR2,483,465,7.17,50,15
R1521,2024-04-08,P1,L3,S3,PR5,436,435,7.23,46,13
R1522,2024-04-08,P2,L4,S1,PR5,728,726,7.57,26,16
R1523,2024-04-08,P2,L4,S2,PR3,773,754,7.58,25,23
R1524,2024-04-08,P2,L4,S3,PR5,709,682,7.8,12,15
R1525,2024-04-08,P2,L5,S1,PR5,631,599,7.67,20,6
R1526,2024-04-08,P2,L5,S2,PR4,646,645,7.88,7,11
R1527,2024-04-08,P2,L5,S3,PR3,656,641,7.87,8,9
R1528,2024-04-08,P2,L6,S1,PR3,498,491,7.37,38,13
R1529,2024-04-08,P2,L6,S2,PR4,485,484,7.0,60,13
R1530,2024-04-08,P2,L6,S3,PR1,470,454,7.23,46,13
R1531,2024-04-09,P1,L1,S1,PR4,736,729,7.12,53,20
R1532,2024-04-09,P1,L1,S2,PR2,769,745,7.62,23,18
R1533,2024-04-09,P1,L1,S3,PR5,754,749,7.77,14,9
R1534,2024-04-09,P1,L2,S1,PR5,734,725,7.93,4,25
R1535,2024-04-09,P1,L2,S2,PR5,668,640,7.72,17,19
R1536,2024-04-09,P1,L2,S3,PR3,586,572,7.65,21,16
R1537,2024-04-09,P1,L3,S1,PR1,482,458,7.08,55,9
R1538,2024-04-09,P1,L3,S2,PR2,492,481,7.25,45,17
R1539,2024-04-09,P1,L3,S3,PR3,448,446,7.07,56,14
R1540,2024-04-09,P2,L4,S1,PR1,811,808,7.57,26,20
R1541,2024-04-09,P2,L4,S2,PR3,741,715,7.93,4,18
R1542,2024-04-09,P2,L4,S3,PR2,726,710,7.78,13,19
R1543,2024-04-09,P2,L5,S1,PR4,638,625,7.82,11,24
R1544,2024-04-09,P2,L5,S2,PR1,615,606,7.85,9,22
R1545,2024-04-09,P2,L5,S3,PR3,618,593,7.62,23,17
R1546,2024-04-09,P2,L6,S1,PR4,549,538,7.7,18,15
R1547,2024-04-09,P2,L6,S2,PR5,566,547,7.28,43,13
R1548,2024-04-09,P2,L6,S3,PR4,440,422,7.58,25,14
R1549,2024-04-10,P1,L1,S1,PR1,898,872,7.67,20,15
R1550,2024-04-10,P1,L1,S2,PR1,777,759,7.7,18,15
R1551,2024-04-10,P1,L1,S3,PR3,664,655,7.62,23,7
R1552,2024-04-10,P1,L2,S1,PR3,674,656,7.65,21,13
R1553,2024-04-10,P1,L2,S2,PR5,739,719,7.68,19,9
R1554,2024-04-10,P1,L2,S3,PR1,678,677,8.0,0,17
R1555,2024-04-10,P1,L3,S1,PR1,496,483,7.65,21,11
R1556,2024-04-10,P1,L3,S2,PR3,530,505,7.28,43,6
R1557,2024-04-10,P1,L3,S3,PR5,481,461,7.47,32,11
R1558,2024-04-10,P2,L4,S1,PR4,772,763,7.7,18,9
R1559,2024-04-10,P2,L4,S2,PR4,715,680,7.83,10,7
R1560,2024-04-10,P2,L4,S3,PR5,696,690,7.53,28,9
R1561,2024-04-10,P2,L5,S1,PR3,647,641,7.78,13,11
R1562,2024-04-10,P2,L5,S2,PR4,621,603,7.68,19,6
R1563,2024-04-10,P2,L5,S3,PR3,692,677,7.77,14,13
R1564,2024-04-10,P2,L6,S1,PR4,470,453,7.75,15,5
R1565,2024-04-10,P2,L6,S2,PR3,464,458,7.37,38,17
R1566,2024-04-10,P2,L6,S3,PR5,475,474,7.77,14,17
R1567,2024-04-11,P1,L1,S1,PR1,840,809,7.3,42,23
R1568,2024-04-11,P1,L1,S2,PR4,861,837,7.8,12,20
R1569,2024-04-11,P1,L1,S3,PR1,663,640,7.0,60,24
R1570,2024-04-11,P1,L2,S1,PR5,729,694,7.87,8,17
R1571,2024-04-11,P1,L2,S2,PR3,700,684,7.87,8,11
R1572,2024-04-11,P1,L2,S3,PR1,654,632,7.53,28,22
R1573,2024-04-11,P1,L3,S1,PR2,523,499,7.15,51,5
R1574,2024-04-11,P1,L3,S2,PR3,582,580,7.13,52,12
